"","ID","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","comment","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res","prev","x_new","y_new","cor"
"889",754,"138",27,11,"du","Niederburg","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"detected","","",406711.374988075,5552521.38643194,"detected","",406711.375,5552521.386,""
"794",755,"138",27,14,"d","Weisel","St. Goarshausen","Hessen-Nassau","j","j",NA,"j",NA,"detected","","",414238.639962931,5552361.75986265,"detected","",414238.64,5552361.76,""
"879",756,"138",27,16,"cr","Damscheid","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"detected","","",406004.93425503,5550576.38038223,"detected","",406004.9343,5550576.38,""
"864",757,"138",27,17,"ad","Oberwesel","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",408557.706466293,5551766.53852804,"detected","",408557.7065,5551766.539,""
"835",758,"138",27,18,"cd","Dörscheid","St. Goarshausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",411149.344120534,5551066.61856135,"detected","",411149.3441,5551066.619,""
"1063",759,"138",27,22,"ao","Engehöll ","St. Goar","Rheinprovinz","j","j","j",NA,NA,"not detected","Engehöll","Oberwesel",999,999,"not detected","",999,999,""
"447",760,"138",28,3,"ac","Zorn","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",422635.965862326,5556970.85823091,"detected","",422635.9659,5556970.858,""
"448",761,"138",28,10,"ac","Springen","Untertaunuskreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",427425.172334503,5555068.60514662,"detected","",427425.1723,5555068.605,""
"449",762,"138",28,14,"al","Dickschied","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",424730.224632899,5552993.05079078,"detected","",424730.2246,5552993.051,""
"450",763,"138",28,16,"c","Ransel","Rheingau","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",417156.07858976,5550514.08565525,"detected","",417156.0786,5550514.086,""
"451",764,"138",29,3,"b","Born","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",435928.432623612,5556783.35690887,"detected","",435928.4326,5556783.357,""
"452",765,"138",29,7,"d","Bad Schwalbach","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",433552.00069579,5554688.49528672,"detected","",433552.0007,5554688.495,""
"453",766,"138",29,14,"ac","Seitzenhahn","Untertaunuskreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",437210.925562225,5552853.83905777,"detected","",437210.9256,5552853.839,""
"1191",767,"138",29,16,"do","Fischbach","Untertaunuskreis","Hessen-Nassau","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",430637.3531,5550933.587,"found"
"454",768,"138",30,4,"b","Königshofen","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",448956.790147546,5556631.53821737,"detected","",448956.7901,5556631.538,""
"1064",769,"138",30,13,"dr","Wiesbaden-Rambach","Wiesbaden","Hessen-Nassau","j","j","j","j",NA,"not detected","Rambach ","",999,999,"not detected","",999,999,""
"1065",770,"138",30,19,"b","Wiesbaden-Heßloch","Wiesbaden","Hessen-Nassau","j","j","j",NA,NA,"not detected","Heßloch","",999,999,"not detected","",999,999,""
"455",771,"138",30,24,"cu","Bierstadt","Wiesbaden","Hessen-Nassau",NA,"j","j",NA,NA,"detected","","",449889.610149896,5547938.33901048,"detected","",449889.6101,5547938.339,""
"850",772,"138",33,1,"do","Perscheid","St. Goar","Rheinprovinz","j","j","j",NA,NA,"detected","","",406642.116649222,5547328.84403579,"detected","",406642.1166,5547328.844,""
"795",773,"138",33,8,"c","Steeg","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",410071.152414751,5545223.75023875,"detected","",410071.1524,5545223.75,""
"456",774,"138",33,14,"b","Lorch","Rheingau","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",414258.115202853,5544209.71882125,"detected","",414258.1152,5544209.719,""
"1066",775,"138",33,14,"co","Rheindiebach ","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"not detected","Rheindiebach","Oberdiebach",999,999,"not detected","",999,999,""
"796",776,"138",33,18,"bo","Manubach","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",411206.06288714,5542847.10882179,"detected","",411206.0629,5542847.109,""
"766",777,"138",33,19,"ao","Oberdiebach","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",412296.108483283,5542918.10848256,"detected","",412296.1085,5542918.108,""
"797",778,"138",33,19,"co","Oberheimbach","St. Goar","Rheinprovinz","j",NA,NA,NA,NA,"detected","","",412728.266846571,5541743.33807009,"detected","",412728.2668,5541743.338,""
"880",779,"138",33,21,"bu","Dichtelbach","Simmern","Rheinprovinz","j","j","j","j",NA,"detected","","",406291.73143594,5540395.19733178,"detected","",406291.7314,5540395.197,""
"457",780,"138",34,14,"cu","Stephanshausen","Rheingau","Hessen-Nassau","j","j","j",NA,NA,"detected","","",424625.288123258,5543008.3300234,"detected","",424625.2881,5543008.33,""
"741",781,"138",34,21,"ar","Trechtingshausen","St. Goar","Rheinprovinz","j",NA,"j","j",NA,"detected","","",417516.135016208,5540455.29431702,"detected","",417516.135,5540455.294,""
"458",782,"138",35,10,"ao","Frauenstein","Wiesbaden","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",439449.053341639,5545955.90445675,"detected","",439449.0533,5545955.904,""
"459",783,"138",35,13,"ac","Kiedrich","Rheingau","Hessen-Nassau","j","j","j","j",NA,"detected","","",434151.514166221,5543594.3505124,"detected","",434151.5142,5543594.351,""
"20",784,"138",35,19,"au","Eltville am Rhein","Rheingau","Hessen-Nassau","j","j","j",NA,NA,"not detected","Eltville","",436736.376947821,5541739.51766759,"detected","",436736.3769,5541739.518,""
"460",785,"138",35,21,"du","Oestrich","Rheingau","Hessen-Nassau","j","j","j","j",NA,"detected","","",430527.125906897,5539681.41611948,"detected","",430527.1259,5539681.416,""
"461",786,"138",36,1,"do","Dotzheim","Wiesbaden","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",442564.980468268,5547489.40848301,"detected","",442564.9805,5547489.408,""
"462",787,"138",36,5,"bl","Igstadt","Wiesbaden","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",452049.465194792,5547829.56968556,"detected","",452049.4652,5547829.57,""
"463",788,"138",36,9,"do","Erbenheim","Wiesbaden","Hessen-Nassau","j","j","j","j",NA,"detected","","",450013.563736818,5545123.96569651,"detected","",450013.5637,5545123.966,""
"464",789,"138",36,11,"br","Schierstein","Wiesbaden","Hessen-Nassau","j","j","j","j",NA,"detected","","",442806.79987767,5544673.54071148,"detected","",442806.7999,5544673.541,""
"742",790,"138",36,17,"du","Mombach","Mainz","Hessen","j","j","j","j",NA,"detected","","",445235.354087353,5542012.80305307,"detected","",445235.3541,5542012.803,""
"21",791,"138",36,24,"au","Mainz-Kastel","Mainz","Hessen",NA,"j","j","j",NA,"not detected","Kastel","",448796.498568064,5539876.00698612,"detected","",448796.4986,5539876.007,""
"465",792,"139",1,9,"ac","Niederquembach","Wetzlar","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",461136.227172154,5591599.94727973,"detected","",461136.2272,5591599.947,""
"466",793,"139",1,12,"d","Möttau","Oberlahnkreis","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",457170.844257566,5589150.92582149,"detected","",457170.8443,5589150.926,""
"467",794,"139",1,17,"cu","Weilmünster","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",455604.067274784,5586884.28606525,"detected","",455604.0673,5586884.286,""
"468",795,"139",1,19,"br","Kröffelbach","Wetzlar","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",462638.507642418,5588297.61955154,"detected","",462638.5076,5588297.62,""
"469",796,"139",1,20,"cd","Brandoberndorf","Wetzlar","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",464290.854200325,5586940.69022715,"detected","",464290.8542,5586940.69,""
"470",797,"139",2,1,"cl","Niederwetz","Wetzlar","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",464403.857236671,5593155.87908793,"detected","",464403.8572,5593155.879,""
"22",798,"139",2,5,"ab","Langgöns","Friedberg","Hessen","j","j","j","j",NA,"not detected","Lang Göns","",476133.778384359,5593990.36634129,"detected","",476133.7784,5593990.366,""
"471",799,"139",2,9,"ac","Niederkleen","Wetzlar","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",472766.915763778,5591660.45523783,"detected","",472766.9158,5591660.455,""
"23",800,"139",2,10,"c","Kirch-Göns","Friedberg","Hessen","j","j",NA,NA,NA,"not detected","Kirchgöns","",475410.783890731,5591047.00037659,"detected","",475410.7839,5591047,""
"24",801,"139",2,15,"a","Pohl-Göns","Friedberg","Hessen","j","j","j","j",NA,"not detected","Pohlgöns","",475228.776026655,5590069.33111327,"detected","",475228.776,5590069.331,""
"25",802,"139",2,17,"b","Cleeberg","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"not detected","Kleeberg","",468810.23948287,5588535.51734562,"detected","",468810.2395,5588535.517,""
"1192",803,"139",2,24,"cr","Hausen","Friedberg","Hessen",NA,"j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",999,999,"corrupted"
"1255",804,"139",3,2,"cd","Holzheim","Gießen","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",480065.6426,5592795.345,"found"
"472",805,"139",3,5,"al","Birklar","Gießen","Hessen","j","j","j","j",NA,"detected","","",486749.880084153,5593419.2232068,"detected","",486749.8801,5593419.223,""
"1193",806,"139",3,8,"bl","Eberstadt","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",482865.1242,5591962.655,"found"
"473",807,"139",3,9,"bo","Muschenheim","Gießen","Hessen","j",NA,NA,NA,NA,"detected","","",485562.602864941,5592432.7110274,"detected","",485562.6029,5592432.711,""
"474",808,"139",3,12,"bu","Gambach","Friedberg","Hessen","j","j","j","j",NA,"detected","","",480551.276101364,5589824.62484697,"detected","",480551.2761,5589824.625,""
"26",809,"139",3,13,"a","Ober-Hörgern","Gießen","Hessen","j","j","j",NA,NA,"not detected","Ober Hörgern","",482305.878840478,5590229.86551542,"detected","",482305.8788,5590229.866,""
"1067",810,"139",3,14,"ar","Trais ","Friedberg","Hessen","j","j","j","j",NA,"not detected","Trais-Münzenberg","Münzenberg",999,999,"not detected","",999,999,""
"475",811,"139",3,16,"cu","Butzbach","Friedberg","Hessen","j","j","j","j",NA,"detected","","",476663.786309567,5587138.3556568,"detected","",476663.7863,5587138.356,""
"476",812,"139",3,20,"dl","Obbornhofen","Gießen","Hessen","j","j","j","j",NA,"detected","","",488148.463264272,5587644.92103122,"detected","",488148.4633,5587644.921,""
"477",813,"139",3,22,"br","Rockenberg","Friedberg","Hessen","j","j","j","j",NA,"detected","","",481220.623855504,5586430.77211525,"detected","",481220.6239,5586430.772,""
"478",814,"139",3,23,"cu","Oppershofen","Friedberg","Hessen","j","j","j","j",NA,"detected","","",481457.076952376,5584995.53538458,"detected","",481457.077,5584995.535,""
"479",815,"139",3,25,"ar","Wohnbach","Friedberg","Hessen","j","j","j","j",NA,"detected","","",487754.943418045,5586367.09485098,"detected","",487754.9434,5586367.095,""
"480",816,"139",4,1,"ad","Langsdorf","Gießen","Hessen","j","j","j","j",NA,"detected","","",489679.092037136,5593268.11666937,"detected","",489679.092,5593268.117,""
"481",817,"139",4,6,"al","Bettenhausen","Gießen","Hessen","j","j","j","j",NA,"detected","","",488107.93683579,5591714.70816865,"detected","",488107.9368,5591714.708,""
"482",818,"139",4,7,"bd","Hungen","Gießen","Hessen","j","j","j","j",NA,"detected","","",492528.260640677,5591584.27450931,"detected","",492528.2606,5591584.275,""
"1068",819,"139",4,9,"c","Langd ","Gießen","Hessen","j","j","j","j",NA,"not detected","Landgd","Hungen",999,999,"not detected","",999,999,""
"483",820,"139",4,12,"do","Inheiden","Gießen","Hessen","j","j","j","j",NA,"detected","","",492397.73327558,5589638.57036705,"detected","",492397.7333,5589638.57,""
"1194",821,"139",4,18,"ad","Steinheim","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",494546.6181,5587801.22,"found"
"484",822,"139",4,21,"bu","Berstadt","Büdingen","Hessen","j","j","j","j",NA,"detected","","",490304.240325439,5586050.45673555,"detected","",490304.2403,5586050.457,""
"1069",823,"139",4,23,"a","Unter-Widdersheim","Büdingen","Hessen","j","j","j","j",NA,"not detected","Unter Widdersheim","",999,999,"not detected","",999,999,""
"485",824,"139",4,24,"br","Borsdorf","Büdingen","Hessen","j","j","j","j",NA,"detected","","",498217.289135389,5586553.34230387,"detected","",498217.2891,5586553.342,""
"1195",825,"139",5,8,"c","Rainrod","Schotten","Hessen",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",505223.1728,5590814.33,"found"
"486",826,"139",5,9,"du","Wingershausen","Schotten","Hessen","j","j","j","j",NA,"detected","","",509488.809966932,5590531.17746415,"detected","",509488.81,5590531.177,""
"487",827,"139",5,11,"a","Ulfa","Schotten","Hessen","j","j","j","j",NA,"detected","","",500546.517549242,5590122.37048591,"detected","",500546.5175,5590122.37,""
"27",828,"139",5,16,"d","Unter-Schmitten","Büdingen","Hessen","j","j","j","j",NA,"not detected","Unter Schmitten","",501448.72557367,5587175.92046861,"detected","",501448.7256,5587175.92,""
"28",829,"139",5,17,"au","Ober-Schmitten","Schotten","Hessen","j","j",NA,"j",NA,"not detected","Ober Schmitten","",502328.891591169,5588154.73451281,"detected","",502328.8916,5588154.735,""
"1196",830,"139",5,24,"d","Glashütten","Schotten","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",509420.2851,5585182.653,"found"
"1070",831,"139",6,7,"dl","Kaulstoß ","Schotten","Hessen","j","j","j","j",NA,"not detected","Kaulstoß","Schotten",999,999,"not detected","",999,999,""
"488",832,"139",6,8,"a","Sichenhausen","Schotten","Hessen","j","j","j","j",NA,"detected","","",517206.226875706,5591840.57301799,"detected","",517206.2269,5591840.573,""
"489",833,"139",6,9,"cl","Hartmannshain","Schotten","Hessen","j",NA,NA,NA,NA,"detected","","",519586.099723497,5591059.3957991,"detected","",519586.0997,5591059.396,""
"490",834,"139",6,14,"d","Völzberg","Gelnhausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",521333.17330828,5588975.71076016,"detected","",521333.1733,5588975.711,""
"491",835,"139",7,1,"do","Rohnstadt","Oberlahnkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",454549.571424859,5584024.31112015,"detected","",454549.5714,5584024.311,""
"492",836,"139",7,5,"ac","Hasselborn","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",463717.038961298,5584053.47913878,"detected","",463717.039,5584053.479,""
"493",837,"139",7,14,"ac","Naunstadt","Usingen","Hessen-Nassau","j","j","j","j",NA,"detected","","",460940.935894033,5580537.20154953,"detected","",460940.9359,5580537.202,""
"1256",838,"139",7,18,"ac","Gemünden","Usingen","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",457726.3971,5578716.036,"found"
"1197",839,"139",7,21,"ac","Hasselbach","Limburg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",443654.7367,5592647.48,"unsure, but very save"
"494",840,"139",8,2,"cd","Bodenrod","Friedberg","Hessen","j","j","j","j",NA,"detected","","",468331.487336646,5583289.91310609,"detected","",468331.4873,5583289.913,""
"495",841,"139",8,12,"br","Maibach","Friedberg","Hessen","j","j","j","j",NA,"detected","","",469589.428661093,5580813.99160294,"detected","",469589.4287,5580813.992,""
"496",842,"139",8,14,"dr","Langenhain-Ziegenberg","Friedberg","Hessen","j","j","j","j",NA,"detected","","",474153.978945324,5579288.59652901,"detected","",474153.9789,5579288.597,""
"497",843,"139",8,17,"br","Wernborn","Usingen","Hessen-Nassau","j","j","j","j",NA,"detected","","",469450.274312879,5578880.00371521,"detected","",469450.2743,5578880.004,""
"1071",844,"139",8,24,"au","Friedrichsthal ","Usingen","Hessen-Nassau","j","j","j","j",NA,"not detected","Friedrichsthal","Wehrheim",999,999,"not detected","",999,999,""
"29",845,"139",9,1,"ar","Nieder-Weisel","Friedberg","Hessen","j","j","j","j",NA,"not detected","Nieder Weisel","",477434.948303572,5584788.79919976,"detected","",477434.9483,5584788.799,""
"1198",846,"139",9,1,"cl","Ostheim","Friedberg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",476776.6101,5583724.188,"found"
"498",847,"139",9,5,"cu","Wölfersheim","Friedberg","Hessen",NA,NA,"j","j",NA,"detected","","",486979.687004842,5583055.39513357,"detected","",486979.687,5583055.395,""
"499",848,"139",9,9,"br","Södel","Friedberg","Hessen","j","j","j","j",NA,"detected","","",486047.299811426,5582546.28727789,"detected","",486047.2998,5582546.287,""
"30",849,"139",9,11,"do","Ober-Mörlen","Friedberg","Hessen","j","j","j","j",NA,"not detected","Ober Mörlen","",478204.431007864,5580137.66948133,"detected","",478204.431,5580137.669,""
"1199",850,"139",9,18,"bo","Rödgen","Friedberg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",483229.5518,5605430.145,"found"
"500",851,"139",9,18,"d","Schwalheim","Friedberg","Hessen","j",NA,NA,NA,NA,"detected","","",483104.776599131,5578140.52157774,"detected","",483104.7766,5578140.522,""
"1072",852,"139",9,23,"cd","Friedberg ","Friedberg","Hessen","j","j","j","j",NA,"not detected","Friedberg","Rhein-Main",999,999,"not detected","",999,999,""
"1200",853,"139",9,24,"ar","Dorheim","Friedberg","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected","",485031.0997,5577601.001,"found"
"501",854,"139",9,24,"dr","Bauernheim","Friedberg","Hessen","j","j","j","j",NA,"detected","","",486144.671249429,5576297.02541937,"detected","",486144.6712,5576297.025,""
"1073",855,"139",10,4,"d","Geiß-Nidda ","Büdingen","Hessen","j","j","j","j",NA,"not detected","Geiß-Nidda","Nidda",999,999,"not detected","",999,999,""
"502",856,"139",10,8,"al","Bisses","Büdingen","Hessen",NA,"j",NA,NA,NA,"detected","","",493077.175296209,5582699.19408556,"detected","",493077.1753,5582699.194,""
"503",857,"139",10,12,"ab","Gettenau","Büdingen","Hessen","j","j","j","j",NA,"detected","","",491546.494709167,5581111.37066171,"detected","",491546.4947,5581111.371,""
"1201",858,"139",10,12,"cu","Heuchelheim","Büdingen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",490512.6685,5579489.72,"found (via google maps)"
